Software Name	 Version	Manufacturer
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005	12.0.21005.1	Microsoft
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005	12.0.21005.1	Microsoft
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005	12.0.21005.1	Microsoft
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501	12.0.30501.0	Microsoft
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501	12.0.30501.0	Microsoft
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501	12.0.30501.0	Microsoft
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501	12.0.30501.0	Microsoft
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40660	12.0.40660.0	Microsoft
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40660	12.0.40660.0	Microsoft
Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.21005	12.0.21005	Microsoft
Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.21005	12.0.21005	Microsoft
Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40649	12.0.40649	Microsoft
Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660	12.0.40660	Microsoft
Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660	12.0.40660	Microsoft
Microsoft Visual C++ 2013 x64 Debug Runtime - 12.0.21005	12.0.21005	Microsoft
Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005	12.0.21005	Microsoft
Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005	12.0.21005	Microsoft
Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40649	12.0.40649	Microsoft
Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660	12.0.40660	Microsoft
Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660	12.0.40660	Microsoft
Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.21005	12.0.21005	Microsoft
Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.21005	12.0.21005	Microsoft
Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660	12.0.40660	Microsoft
Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660	12.0.40660	Microsoft
Microsoft Visual C++ 2013 x86 Debug Runtime - 12.0.21005	12.0.21005	Microsoft
Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.21005	12.0.21005	Microsoft
Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.21005	12.0.21005	Microsoft
Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660	12.0.40660	Microsoft
Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660	12.0.40660	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.23026	14.0.23026.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.23026	14.0.23026.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.23026	14.0.23026.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.23026	14.0.23026.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.23506	14.0.23506.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.24123	14.0.24123.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.24123	14.0.24123.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.24212	14.0.24212.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.24212	14.0.24212.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.24215	14.0.24215.1	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.24215	14.0.24215.1	Microsoft
Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.24215	14.0.24215.1	Microsoft
Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.23026	14.0.23026.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.23026	14.0.23026.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.23026	14.0.23026.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.23506	14.0.23506.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.23918	14.0.23918.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.24123	14.0.24123.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.24210	14.0.24210.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.24212	14.0.24212.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.24212	14.0.24212.0	Microsoft
Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.24215	14.0.24215.1	Microsoft
Microsoft Visual C++ 2015 x64 Additional Runtime - 14.0.23026	14.0.23026	Microsoft
Microsoft Visual C++ 2015 x64 Additional Runtime - 14.0.24123	14.0.24123	Microsoft
Microsoft Visual C++ 2015 x64 Additional Runtime - 14.0.24212	14.0.24212	Microsoft
Microsoft Visual C++ 2015 x64 Additional Runtime - 14.0.24215	14.0.24215	Microsoft
Microsoft Visual C++ 2015 x64 Additional Runtime - 14.0.24215	14.0.24215	Microsoft
Microsoft Visual C++ 2015 x64 Debug Runtime - 14.0.23026	14.0.23026	Microsoft
Microsoft Visual C++ 2015 x64 Minimum Runtime - 14.0.23026	14.0.23026	Microsoft
Microsoft Visual C++ 2015 x64 Minimum Runtime - 14.0.24123	14.0.24123	Microsoft
Microsoft Visual C++ 2015 x64 Minimum Runtime - 14.0.24212	14.0.24212	Microsoft
Microsoft Visual C++ 2015 x64 Minimum Runtime - 14.0.24215	14.0.24215	Microsoft
Microsoft Visual C++ 2015 x64 Minimum Runtime - 14.0.24215	14.0.24215	Microsoft
Microsoft Visual C++ 2015 x86 Additional Runtime - 14.0.23026	14.0.23026	Microsoft
Microsoft Visual C++ 2015 x86 Additional Runtime - 14.0.23026	14.0.23026	Microsoft
Microsoft Visual C++ 2015 x86 Additional Runtime - 14.0.24123	14.0.24123	Microsoft
Microsoft Visual C++ 2015 x86 Additional Runtime - 14.0.24212	14.0.24212	Microsoft
Microsoft Visual C++ 2015 x86 Debug Runtime - 14.0.23026	14.0.23026	Microsoft
Microsoft Visual C++ 2015 x86 Minimum Runtime - 14.0.23026	14.0.23026	Microsoft
Microsoft Visual C++ 2015 x86 Minimum Runtime - 14.0.23026	14.0.23026	Microsoft
Microsoft Visual C++ 2015 x86 Minimum Runtime - 14.0.24123	14.0.24123	Microsoft
Microsoft Visual C++ 2015 x86 Minimum Runtime - 14.0.24212	14.0.24212	Microsoft
Microsoft Visual C++ 2017 Redistributable (x64) - 14.12.25810	14.12.25810.0	Microsoft
Microsoft Visual C++ 2017 Redistributable (x86) - 14.12.25810	14.12.25810.0	Microsoft
Microsoft Visual C++ 2017 x64 Additional Runtime - 14.12.25810	14.12.25810	Microsoft
Microsoft Visual C++ 2017 x64 Minimum Runtime - 14.12.25810	14.12.25810	Microsoft
Microsoft Visual C++ 2017 x86 Additional Runtime - 14.12.25810	14.12.25810	Microsoft
Microsoft Visual C++ 2017 x86 Minimum Runtime - 14.12.25810	14.12.25810	Microsoft
Microsoft Visual C++ Runtime Library	1.0.0.1	Microsoft
Microsoft Visual F# 2.0 Runtime	10.0.40219	Microsoft
Microsoft Visual J# 2.0 Redistributable Package - SE (x64)		Microsoft
Microsoft Visual J# 2.0 Redistributable Package - SE (x64)	2.0.50728	Microsoft
Microsoft Visual J# 2.0 Redistributable Package - SE (x64)	64	Microsoft
Microsoft Visual J# 2.0 Redistributable Package - SE (x64)	64	Microsoft
Microsoft Visual J# 2.0 Redistributable Package - SE (x64)	2.0.50728	Microsoft
Microsoft Visual J# 2.0 Redistributable Package - SE (x64)		Microsoft
Microsoft Visual Studio 2010 ADO.NET Entity Framework Tools	10.0.40219	Microsoft
Microsoft Visual Studio 2010 Professional - ENU	10.0.30319	Microsoft
Microsoft Visual Studio 2010 Service Pack 1	10.0.40219	Microsoft
Microsoft Visual Studio 2010 Shell (Integrated) - ENU	10.0.40219	Microsoft
Microsoft Visual Studio 2010 Shell (Isolated) - ENU	10.0.40219	Microsoft
Microsoft Visual Studio 2010 Shell (Isolated) - ENU	10.0.40219	Microsoft
Microsoft Visual Studio 2010 Shell (Isolated) - ENU	10.0.40219	Microsoft
Microsoft Visual Studio 2010 Tools for Office Runtime (x64)	10.0.50903	Microsoft
Microsoft Visual Studio 2010 Tools for Office Runtime (x64)	10.0.40820	Microsoft
Microsoft Visual Studio 2010 Tools for Office Runtime (x64)	10.0.50908	Microsoft
Microsoft Visual Studio 2010 Tools for Office Runtime (x64)	10.0.50903	Microsoft
Microsoft Visual Studio 2010 Tools for Office Runtime (x86)	10.0.50903	Microsoft
Microsoft Visual Studio 2015 Shell (Isolated)	14.0.23107	Microsoft
Microsoft Visual Studio 2015 Shell (Isolated)	14.0.23107.10	Microsoft
Microsoft Visual Studio 2015 Shell (Isolated) Resources	14.0.23107	Microsoft
Microsoft Visual Studio 2015 Shell (Minimum)	14.0.23107	Microsoft
Microsoft Visual Studio 2015 Shell (Minimum) Interop Assemblies	14.0.23107	Microsoft
Microsoft Visual Studio 2015 Shell (Minimum) Resources	14.0.23107	Microsoft
Microsoft Visual Studio 2015 XAML Designer	14.0.23107	Microsoft
Microsoft Visual Studio 2015 XAML Designer - ENU	14.0.23107	Microsoft
Microsoft Visual Studio Code	1.26.1	Microsoft
Microsoft Visual Studio Community 2015 with Updates	14.0.25420.1	Microsoft
Microsoft Visual Studio Express 2012 for Windows Desktop - ENU	11.0.50727.42	Microsoft
Microsoft Visual Studio Macro Tools	9.0.30729	Microsoft
Microsoft Visual Studio Services Hub	1.0.23107.00	Microsoft
Microsoft Visual Studio Tools for Applications 2.0 - ENU	9.0.35191	Microsoft
Microsoft Visual Studio Tools for Applications 2.0 - ENU	9.0.35191	Microsoft
Microsoft Visual Studio Tools for Applications 2.0 - ENU	9.0.35191	Microsoft
Microsoft Visual Studio Tools for Applications 2015	14.0.23829	Microsoft
Microsoft Visual Studio Tools for Applications 2015	14.0.23217	Microsoft
Microsoft Visual Studio Tools for Applications 2015 Finalizer	14.0.23829	Microsoft
Microsoft Visual Studio Tools for Applications 2015 Language Support	14.0.23107.20	Microsoft
Microsoft Visual Studio Tools for Applications 2015 Language Support - ENU Language Pack	14.0.23107.20	Microsoft
Microsoft Visual Studio Tools for Applications 2015 Language Support Finalizer	14.0.23107.20	Microsoft
Microsoft Visual Studio Tools for Applications 2015 x64 Hosting Support	14.0.23829	Microsoft
Microsoft Visual Studio Tools for Applications 2015 x86 Hosting Support	14.0.23829	Microsoft
Microsoft Visual Studio Tools for Applications Design-Time 3.0	10.0.40220	Microsoft
Microsoft Visual Studio Tools for Applications x64 Runtime 3.0	10.0.40220	Microsoft
Microsoft Visual Studio Tools for Applications x86 Runtime 3.0	10.0.40220	Microsoft
Microsoft Visual Studio Tools for Applications x86 Runtime 3.0	10.0.40220	Microsoft
Microsoft VSS Writer for SQL Server 2012	11.4.7001.0	Microsoft
Microsoft VSS Writer for SQL Server 2012	11.4.7001.0	Microsoft
Microsoft VSS Writer for SQL Server 2012	11.3.6020.0	Microsoft
Microsoft VSS Writer for SQL Server 2012	11.4.7001.0	Microsoft
Microsoft VSS Writer for SQL Server 2012	11.4.7001.0	Microsoft
Microsoft VSS Writer for SQL Server 2014	12.2.5000.0	Microsoft
Microsoft VSS Writer for SQL Server 2014	12.2.5000.0	Microsoft
Microsoft VSS Writer for SQL Server 2014	12.2.5000.0	Microsoft
Microsoft Web Analytics English Language Pack	14.0.7015.1000	Microsoft
Microsoft Web Analytics Web Front End Components	14.0.7015.1000	Microsoft
Microsoft Web Deploy 3.0	3.1236.1631	Microsoft
Microsoft Web Deploy 3.6	3.1238.1962	Microsoft
Microsoft Web Platform Installer 5.0	5.0.50430.0	Microsoft
Microsoft Web Platform Installer 5.0	5.0.50430.0	Microsoft
Microsoft Web Platform Installer 5.0	5.0.50430.0	Microsoft
Microsoft Windows Media Video 9 VCM	9	Microsoft
Microsoft Windows Server 2008 R2 Enterprise 		Microsoft
Microsoft Windows Server 2012 R2 Datacenter		Microsoft
Microsoft Windows Server 2012 R2 Standard		Microsoft
Microsoft Windows Server 2012 Standard		Microsoft
Microsoft Windows Server 2019	2019	Microsoft
Microsoft Windows Server Update Services 3.0 SP1 Console	3.1.6001.65	Microsoft
Microsoft Word MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Word Server	14.0.7015.1000	Microsoft
Microsoft Word Server English Language Pack	14.0.7015.1000	Microsoft
Microsoft Works 6-9 Converter	14.0.6120.5002	Microsoft
Microsoft WSE 2.0 SP3 Runtime	2.0.5050.0	Microsoft
Microsoft WSE 3.0 Runtime	3.0.5305.0	Microsoft
Microsoft XMUI English Language Pack	14.0.7015.1000	Microsoft
MicroStation V8i (SELECTseries 3) 08.11.09.292	08.11.09.292	
MicroStation V8i (SELECTseries 3) 08.11.09.357	08.11.09.357	
MicroStation V8i (SELECTseries 3) 08.11.09.357	08.11.09.357	
MicroStation V8i (SELECTseries 3) 08.11.09.459	08.11.09.459	
MicroStation V8i (SELECTseries 3) 08.11.09.459	08.11.09.459	
MicroStation V8i (SELECTseries 3) 08.11.09.714	08.11.09.714	
MicroStation V8i (SELECTseries 4) 08.11.09.829	08.11.09.829	
MicroStation V8i (SELECTseries 4) 08.11.09.829	08.11.09.829	
MicroStation V8i (SELECTseries 4) 08.11.09.832	08.11.09.832	
MicTray	1.6.0.0	MicTray
MicTray	1.6.0.1	MicTray
milComply	1.1.0176	milComply
Milestone XProtect	2020 R2	Milestone Systems
MIMT - Military Installation Map Toolkit (v10.3.0.0.1)	10.3.0010	
MIMT - Military Installation Map Toolkit (v10.4.1.0.1)	10.4.1010	
MiniTab	17.2.1	Minitab
MiniTab	18.X	MiniTab
MiniTab	20.x	MiniTab
Minitab License Manager	1.7.0	Minitab  Inc.
Minitab License Manager	1.7.0	Minitab License Manager
Minitab License Manager	1.6.0	Minitab License Manager
Minitab Software Update Manager	1.2.0.0	
MissionBinder	2.0.4.12	MissionBinder
Module linguistique Microsoft ReportViewer 2010 Redistributable - fra	10.0.40219	Microsoft
Monarch 14.x	14.x	Datawatch
Monitor Webcam (SP2208WFP) Driver (1.00.08.0720)  	1.00.08.0720	
Motorola CDC Driver (x64) v1.96	1.96.0005	Motorola CDC Driver (x64) v
Movavi Video Converter 16	16.1.0	Movavi Video Converter
Mozilla Firefox 28.0 (x86 en-US)	28	Mozilla
Mozilla Firefox 30.0 (x86 en-US)	30	Mozilla
Mozilla Firefox 32.0.3 (x86 en-US)	32.0.3	Mozilla
Mozilla Firefox 39.0 (x86 en-US)	39	Mozilla
Mozilla Firefox 39.0.3 (x86 en-US)	39.0.3	Mozilla
Mozilla Firefox 42.0 (x86 en-US)	42	Mozilla
Mozilla Firefox 43.0.1 (x86 en-US)	43.0.1	Mozilla
Mozilla Firefox 43.0.2 (x86 en-US)	43.0.2	Mozilla
Mozilla Firefox 43.0.3 (x86 en-US)	43.0.3	Mozilla
Mozilla Firefox 51.0.1 (x86 en-US)	51.0.1	Mozilla
Mozilla Firefox 51.0.1 (x86 en-US)	51.0.1	Mozilla
Mozilla Firefox 51.0.1 (x86 en-US)	51.0.1	Mozilla
Mozilla Firefox 51.0.1 (x86 en-US)	51.0.1	Mozilla
Mozilla Firefox 52.0 (x86 en-US)	52	Mozilla
Mozilla Firefox 52.0 (x86 en-US)	52	Mozilla
Mozilla Firefox 52.0 (x86 en-US)	52	Mozilla
Mozilla Firefox 52.0 (x86 en-US)	52	
Mozilla Firefox 52.0.2 (x86 en-US)	52.0.2	Mozilla
Mozilla Firefox 52.1.1 ESR (x86 en-US)	52.1.1	Mozilla
Mozilla Firefox 52.2.0 ESR (x64 en-US)	52.2.0	Mozilla
Mozilla Firefox 52.3.0 ESR (x64 en-US)	52.3.0	Mozilla
Mozilla Firefox 52.4.0 ESR (x64 en-US)	52.4.0	Mozilla
Mozilla Firefox 52.5.0 ESR (x64 en-US)	52.5.0	Mozilla
Mozilla Firefox 52.5.2 ESR (x64 en-US)	52.5.2	Mozilla
Mozilla Firefox 52.5.2 ESR (x86 en-US)	52.5.2	Mozilla
Mozilla Firefox 53.0 (x86 en-US)	53	Mozilla
Mozilla Firefox 53.0.3 (x86 en-US)	53.0.3	Mozilla
Mozilla Firefox 53.0.3 (x86 en-US)	53.0.3	Mozilla
Mozilla Firefox 54.0 (x64 en-US)	54	Mozilla
Mozilla Firefox 54.0 (x86 en-US)	54	Mozilla
Mozilla Firefox 54.0.1 (x86 en-US)	54.0.1	Mozilla
Mozilla Firefox 54.0.1 (x86 en-US)	54.0.1	Mozilla
Mozilla Firefox 54.0.1 (x86 en-US)	54.0.1	Mozilla
Mozilla Firefox 54.0.1 (x86 en-US)	54.0.1	Mozilla
Mozilla Firefox 54.0.1 (x86 en-US)	54.0.1	
Mozilla Firefox 55.0.3 (x64 en-US)	55.0.3	Mozilla
Mozilla Firefox 55.0.3 (x64 en-US)	55.0.3	Mozilla
Mozilla Firefox 55.0.3 (x64 en-US)	55.0.3	Mozilla
Mozilla Firefox 55.0.3 (x86 en-US)	55.0.3	Mozilla
Mozilla Firefox 55.0.3 (x86 en-US)	55.0.3	Mozilla
Mozilla Firefox 56.0 (x86 en-US)	56	Mozilla
Mozilla Firefox 56.0 (x86 en-US)	56	Mozilla
Mozilla Firefox 56.0 (x86 en-US)	56	Mozilla
Mozilla Firefox 56.0.1 (x64 en-US)	56.0.1	Mozilla
Mozilla Firefox 56.0.1 (x64 en-US)	56.0.1	Mozilla
Mozilla Firefox 56.0.2 (x64 en-US)	56.0.2	Mozilla
Mozilla Firefox 56.0.2 (x64 en-US)	56.0.2	Mozilla
Mozilla Firefox 57.0 (x64 en-US)	57	Mozilla
Mozilla Firefox 57.0 (x64 en-US)	57	Mozilla
Mozilla Firefox 57.0 (x64 en-US)	57	Mozilla
Mozilla Firefox 57.0 (x64 en-US)	57	Mozilla
Mozilla Firefox 57.0 (x64 en-US)	57	Mozilla
Mozilla Firefox 57.0 (x64 en-US)	57	Mozilla
Mozilla Firefox 57.0 (x86 en-US)	57	Mozilla
Mozilla Firefox 57.0.1 (x64 en-US)	57.0.1	Mozilla
Mozilla Firefox 57.0.1 (x64 en-US)	57.0.1	Mozilla
Mozilla Firefox 57.0.2 (x64 en-US)	57.0.2	Mozilla
Mozilla Firefox 57.0.2 (x64 en-US)	57.0.2	Mozilla
Mozilla Firefox 57.0.2 (x64 en-US)	57.0.2	Mozilla
Mozilla Firefox 57.0.2 (x64 en-US)	57.0.2	Mozilla
Mozilla Firefox 57.0.2 (x64 en-US)	57.0.2	Mozilla
Mozilla Firefox 57.0.2 (x64 en-US)	57.0.2	Mozilla
Mozilla Firefox 57.0.2 (x64 en-US)	57.0.2	Mozilla
Mozilla Firefox 57.0.2 (x64 en-US)	57.0.2	Mozilla
Mozilla Firefox 57.0.2 (x64 en-US)	57.0.2	Mozilla
Mozilla Firefox 57.0.3 (x64 en-US)	57.0.3	Mozilla
Mozilla Firefox 57.0.3 (x64 en-US)	57.0.3	Mozilla
Mozilla Firefox 57.0.4 (x64 en-US)	57.0.4	Mozilla
Mozilla Firefox 58.0 (x64 en-US)	58	Mozilla
Mozilla Firefox 58.0 (x64 en-US)	58	Mozilla
Mozilla Firefox 58.0 (x64 en-US)	58	Mozilla
Mozilla Firefox 58.0 (x64 en-US)	58	Mozilla
Mozilla Firefox 58.0 (x64 en-US)	58	Mozilla
Mozilla Firefox 58.0 (x64 en-US)	58	Mozilla
Mozilla Firefox 58.0 (x64 en-US)	58	Mozilla
Mozilla Firefox 58.0 (x64 en-US)	58	Mozilla
Mozilla Firefox 60.0.1 ESR (x64 en-US)	60.0.1	
Mozilla Firefox 60.1.0 ESR (x64 en-US)	60.1.0	
Mozilla Firefox 60.1.0 ESR (x86 en-US)	60.1.0	
Mozilla Maintenance Service	53	Mozilla
MrvlUsgTracking	1.0.7	MrvlUsgTracking
MSD-V3 Disc 1 - Supplemental Software	2.0.7.0	
MSXML 4.0 SP2 (KB954430)	4.20.9870.0	MSXML 4.0 SP2 (KB
MSXML 4.0 SP2 (KB973688)	4.20.9876.0	MSXML 4.0 SP2 (KB
MSXML 4.0 SP2 Parser and SDK	4.20.9818.0	MSXML 4.0 SP2 Parser and SDK
MSXML 4.0 SP3 Parser	4.30.2100.0	MSXML 4.0 SP3 Parser
MSXML 4.0 SP3 Parser (KB2721691)	4.30.2114.0	MSXML 4.0 SP3 Parser (KB
MSXML 4.0 SP3 Parser (KB2758694)	4.30.2117.0	MSXML 4.0 SP3 Parser (KB
MSXML 4.0 SP3 Parser (KB973685)	4.30.2107.0	MSXML 4.0 SP3 Parser (KB
MT 7.13 Build 10 for Windows	10	Microsoft
mydlink services plugin	1.0.2.7	mydlink services plugin
NAC Agent	5.0.52	NAC Agent
National Background Investigation Services - Secure Web Fingerprint Transmission (NBIS-SWFT)	11.x	WebEnroll client
National Instruments Software		National Instruments Software
Navisphere CLI 6.28.0.4.25	28.0.4.25	Navisphere CLI
Navisphere CLI 6.28.0.4.25	28.0.4.25	
NCO Leaders Book version 2013	2013	NCO Leaders Book version
NESSUS	6.x	Tenable
NetApp OnCommand System Manager 2.1	2.1.0.1816	
NetApp OnCommand System Manager 3.1.2	3.1.2.6399	
NetApp OnCommand System Manager 3.1.2	3.1.2.6399	NetApp
NetApp System Manager 1.1	1.1	NetApp System Manager
NetAuditor	18.5.1	Riverbed Technology
NetBanner	1.2.91	NetBanner
NetBanner	1.2.91	
NETCOM Logoff Banner	1.1.0	
NETCOM Logoff Banner	1.1.0	
NETCOM Logon Banner	1.0.2	United States Army
NETCOM Logon Banner	1.0.2	
NETCOM Logon Banner	1.0.0	NETCOM Logon Banner
NETCOM Logon Banner	1.0.2	
NETCOM Logon Banner	1.0.2	
netViz Viewer 6.5	6.5	netViz Viewer
Network Recording Player	29.10.1.10115	Network Recording Player
Network Scan	N/A	Network Scan
Nextimage	5.1.1	
nGenius Client	4.9.0.0	nGenius Client
NGRAIN Viewer 4.0	4.0.261.1	NGRAIN Viewer
NGRAIN Viewer 5.1.1	5.1.1	NGRAIN Viewer
NI ActiveX Container (64-bit)	14.0.5	
NI Authentication 2016 (64-bit)	16.0.148	
NI Curl 16.0.0 (64-bit)	16.0.100	
NI Error Reporting Interface 16.0 for Windows (64-bit)	16.0.203	
NI Logos 5.8 (64-bit)	5.8.105	
NI Logos64 XT Support	5.8.94	
NI mDNS Responder 16.0 for Windows 64-bit	16.00.49152	
NI Security Update (KB 67L8LCQW) (64-bit)	1.0.29.0	
NI SSL Support (64-bit)	16.0.181	
NI System State Publisher (64-bit)	15.0.335	
NI System Web Server Base 2016 (64-bit)	16.0.149	
NI TDM Streaming 16.0   (64-bit)	16.0.14	
NI Trace Engine (64-bit)	16.0.141	
NI VC2008MSMs x64	9.0.401	
NI VC2010SP1MSMs x64	10.0.100	
NI Web Application Server 2016 (64-bit)	16.0.152	
NICI (64 bit)	2.7.4	NICI (64 bit
NICI (Shared) U.S./Worldwide (128 bit) (2.7.4-1)	2.7.4-1	
NIS-Elements F 3.0 (build 547)	3.0.547.0	NIS-Elements F 3.0 (build
NMAS Challenge Response Method	2.8.1.0	
NMAS Client	3.4.4.3	NMAS Client
NodeJS	20.x	OpenSource
Notepad++	8.5.7 or later	Notepad++
Novell Client for Windows	N/A	Microsoft
Nuance PaperPort 12	12.1.0006	Nuance PaperPort
Nuance PaperPort 12	12.1.0006	Nuance PaperPort
Nuance PaperPort 12	12.1.0000	Nuance PaperPort
Nuance PaperPort 12	12.1.0005	Nuance PaperPort
Nuance PDF Viewer Plus	5.30.3290	Nuance PDF Viewer Plus
NVIDIA 3D Vision Controller Driver 296.88	296.88	NVIDIA
NVIDIA 3D Vision Controller Driver 310.70	310.7	NVIDIA
NVIDIA 3D Vision Controller Driver 314.22	314.22	NVIDIA
NVIDIA 3D Vision Controller Driver 352.65	352.65	NVIDIA
NVIDIA 3D Vision Controller Driver 364.44	364.44	NVIDIA
NVIDIA 3D Vision Controller Driver 369.04	369.04	NVIDIA
NVIDIA 3D Vision Driver 296.10	296.1	NVIDIA
